크레딧명,인명,배역,기타,인명DB연계정보,KMDb 영화정보관리번호
촬영팀,남기혁,레이싱드론,드림쇼,201655,K24546
촬영팀,이우열,레이싱드론,드림쇼,,K24546
촬영팀,이상조,러시안암 Head Technician,서비스비젼코리아,164499,K24546
출연,류성환,학생,,,K30421
출연,류병균,부모,,,K30421
미술팀,전창희,세트부장,,214855,K24546
촬영팀,이성준,러시안암 Driver,서비스비젼코리아,34264,K24546
촬영팀,이학송,러시안암 Arm Operator,서비스비젼코리아,82279,K24546
촬영팀,김도윤,러시안암 Assistant,서비스비젼코리아,164341,K24546
촬영팀,안준환,러시안암 Assistant,서비스비젼코리아,211635,K24546
촬영팀,박장근,DIT Supervisor,DIGITAL POWDER,164343,K24546
촬영팀,김한솔,DIT,DIGITAL POWDER,,K24546
촬영팀,손리창,DUT,DIGITAL POWDER,,K24546
촬영팀,이은효,DUT,DIGITAL POWDER,222039,K24546
미술팀,김면철,세트부장,,222045,K24546
미술팀,정세훈,세트팀장,,214856,K24546
미술팀,정재원,세트팀,,222046,K24546
미술팀,양훈섭,작화실장,옐로우,151438,K24546
출연,이수연,,,,K30423
출연,허지우,,,,K30423
출연,김소현,,,,K30423
출연,홍성훈,,,,K30423
출연,김유리,,,,K30423
출연,Tiffany Bierly,,,,A11407
사운드(음향),황하늘,,,,K30757
촬영,하다현,,,,K30759
미술,김현지,,,,K30758
감독,권오운,,,222301,K30693
감독,이기원,,,,K30693
감독,김영근,,,,K30693
감독,김용운,,,,K30693
감독,김청시,,,,K30693
감독,이은표,,,222339,K30693
감독,이은표,,,222339,A11589
제작자,석지윤,,,,K30758
감독,김민채,,,,K30761
감독,이광재,,,223834,K30760
조감독,정민교,,,,K30764
미술,한상희,,,,K30764
감독,신춘몽,,,222341,K30386
조명팀,이시형,,,,K30764
감독,신춘몽,,,222341,K30765
촬영팀,김민혁,,,,K30764
색보정,한도원,,,,K30764
제작자,공시현,,,,K30764
출연,김경미,지민,,,K30764
출연,조슬기,예진,,,K30764
출연,왕유정,선영,,,K30764
연출부,박소윤,,,,K30768
출연,이종산,,,,A11599
촬영,성봉준,,,,K30768
감독,이유정,,,,K30774
촬영,최형석,,,,K30775
감독,라영수,,,,A11597
출연,임주원,,,,K30767
출연,정민주,,,222345,K30767
출연,김정철,,,222118,K30767
출연,박서준,,,,K30767
출연,홍지석,,,204324,K30767
감독,김세희,,,,K30769
스크립터,최승효,,,,K30775
편집,최승효,,,,K30775
감독,김현성,,,,K30776
감독,정희수,,,,K30776
프로듀서,김우현,,,,K30776
프로듀서,박현정,,,,K30776
출연,조희원,,,,K30776
출연,김범수,,,,K30776
출연,이준우,,,,K30776
출연,김두안,,,,K30776
출연,박지영,,,,K30776
감독,이근재,,,,K30778
촬영,이근재,,,,K30778
조명,신훈재,,,,K30778
미술,이한조,,,,K30778
사운드(음향),김진우,,,,K30778
기타스탭,우유정,전문통역,,,A10418
기타스탭,이창훈,전문통역,,,A10418
기타스탭,유수정,예술감독,국립창극단,222342,A10418
기타스탭,신민경,책임PD,국립창극단,,A10418
기타스탭,정혜령,PD,국립창극단,,A10418
기타스탭,이주미,PD,국립창극단,,A10418
기타스탭,김향은,총무,국립창극단,,A10418
기타스탭,김호성,무대기술팀장,무대예술부,222343,A10418
기타스탭,이정행,기술행정,무대예술부,222346,A10418
기타스탭,김동욱,안전관리,무대예술부,,A10418
기타스탭,박지용,안전관리,무대예술부,,A10418
기타스탭,오상영,무대감독,무대예술부,,A10418
기타스탭,손후윤,기계,무대예술부,,A10418
기타스탭,정현철,기계,무대예술부,,A10418
기타스탭,김병용,기계,무대예술부,,A10418
기타스탭,구승현,조명,무대예술부,,A10418
기타스탭,이계준,조명,무대예술부,,A10418
기타스탭,주영석,조명,무대예술부,,A10418
기타스탭,원재성,조명,무대예술부,,A10418
기타스탭,김홍석,조명,무대예술부,,A10418
기타스탭,김종락,조명,무대예술부,222493,A10418
기타스탭,고소현,조명,무대예술부,,A10418
기타스탭,김성찬,조명,무대예술부,,A10418
기타스탭,김소량,조명,무대예술부,,A10418
기타스탭,김태곤,조명,무대예술부,,A10418
기타스탭,박문민,조명,무대예술부,,A10418
기타스탭,이정환,조명,무대예술부,,A10418
기타스탭,지영,음향,무대예술부,222035,A10418
기타스탭,이재식,음향,무대예술부,222348,A10418
기타스탭,이상현,음향,무대예술부,222349,A10418
시각효과팀,김흥년,3D 수퍼바이저,,216697,K22839
시각효과팀,천영문,시니어 디지털 컴포지터,,210131,K22839
시각효과팀,전지은,VFX 프로듀서,,202252,K22839
시각효과팀,서난현,VFX 매니지먼트,,178058,K22839
음악팀,신정우,작곡,,81439,K22839
음악팀,이소연,작곡,,,K22839
음악팀,김지민,작곡,,201673,K22839
음악팀,우완펑,음악믹싱,,,K22839
연출부,이하은,,,,K31639
연출부,김수민,,,,K31639
연출부,김세정,,,,K31639
감독,권해빈,,,,K31640
스크립터,이하은,,,,K31639
스크립터,김소나,,,,K31639
스크립터,이수빈,,,,K31639
스틸,박채연,,,,K31639
스틸,김은혜,,,,K31639
편집,김재석,,,,K31639
편집,한승민,,,,K31639
제작부,신해민,제작 프로듀서,연필로 명상하기 장춘 스튜디오,,K17966
감독,김은태,,,,K31641
감독,유이현,,,,K30888
감독,조성정,,,,K30888
감독,김건우,,,,K30893
편집,김건우,,,,K30893
감독,대구 운암초등학교,,,,K30895
동시녹음,장호선,,,204505,K30894
음악,최다정,,,,K30894
음악,황예원,,,,K30894
출연,임태풍,동민,,205298,K30894
출연,조진철,아빠,,,K30894
출연,김은경,엄마,,,K30894
출연,박민지,누나,,,K30894
출연,박현기,동네형,,,K30894
출연,송범근,목소리,,,K30894
미술,오지수,타이틀 디자인,,,K30894
편집,김민선,,,,K30900
편집,김지연,,,,K30900
감독,정수빈,,,,K31642
사운드(음향),송인찬,,,,K31642
연출부,백정훈,,,,K31642
스틸,백정훈,,,,K31642
감독,윤유선,,,,K31646
스크립터,이고은,,,,K31646
사운드(음향),박가은,,,,K31646
각본,유서인,,,,K31646
촬영,윤유선,,,,K31646
촬영,유서인,,,,K31646
편집,윤유선,,,,K31646
편집,유서인,,,,K31646
스크립터,신지윤,,,,K31646
제작자,주재형,,,43757,K32589
동시녹음,홍명교,,,,K32589
동시녹음,정병진,,,133046,K32589
원작,한제택,,,223930,K20229
촬영팀,구지현,,,207075,K32486
촬영팀,성동엽,,,223939,K32486
촬영팀,이영우,,,188508,K32486
동시녹음,남달현,,,195519,K15699
동시녹음,한영은,,,148837,K15699
촬영,최강훈,,,133010,K15699
조명팀,신현탁,,,174100,K15700
조명팀,배준현,,,219766,K15700
조명팀,성동엽,,,223939,K15700
조명팀,박준우,,,187172,K15700
조명팀,정재영,,,43850,K15700
조감독,김정인,,,169788,K32589
스크립터,강선형,,,165211,K32589
동시녹음,정도희,,,189019,K32589
동시녹음,임승진,,,82722,K32589
미술,이나경,,,,K32589
분장,오하나,,,172519,K32589
편집,이현빈,,,184687,K32589
촬영팀,배수철,,,212990,K28713
촬영팀,이현성,,,,K28713
촬영팀,한혜담,,,,K28713
촬영팀,김다은,데이터 매니저,,,K28713
촬영팀,박소현,데이터 매니저,,,K28713
제작자,김우성,,,,K15699
연출부,안혜진,,,,K13895
동시녹음,홍명교,,,,K15699
동시녹음,나영길,,,184045,K15699
사운드(음향),조예리,믹싱,,190560,K15699
연출부,진성문,,,209469,K13895
연출부,신지현,,,224175,K13895
연출부,김소혜,연출지원,,223492,K13895
연출부,김승현,연출지원,,224200,K13895
분장,장혜령,,,17953,K32662
감독,김수영,,,,K32698
편집,김수영,,,,K32698
출연,권남희,,,478,K27223
촬영팀,이서현,,,,K32698
출연,정아미,,,194527,K27223
출연,서다인,,,169787,K27223
출연,한슬기,,,38589,K27223
출연,박연주,,,,K27223
출연,허정도,,,145356,K27223
출연,홍은진,,,207429,K27223
출연,노수산나,,,195451,K27223
출연,이호진,,,,K27223
출연,고서희,,,16413,K27223
감독,표민수,,,224253,K32702
조감독,나바인,,,,K32705
조감독,소재웅,,,187167,K19401
촬영팀,한승완,,,,K19401
기타스탭,박효연,취재,,,A10868
기타스탭,민일성,취재,,,A10868
기타스탭,김미란,취재,,,A10868
기타스탭,문정희,영문번역,,,A10868
제작부,윤종선,제작부장,,161713,K19401
제작부,박준형,기록,,189455,K19401
스토리보드,박준형,,,189455,K19401
촬영팀,김용현,,,200628,K19401
촬영팀,상희영,,,179185,K19401
촬영팀,안주혜,,,196375,K19401
사운드팀,박신애,붐 오퍼레이터,,204758,K19401
사운드팀,양애진,붐 오퍼레이터,,,K19401
무술팀,이철우,스턴트 코디네이터,,168666,K32710
무술팀,알렉스안,스턴트 코디네이터,,,K32710
무술팀,김도연,스턴트 코디네이터,,34957,K32710
기타스탭,박상민,안무,,,K32710
기타스탭,한누리,애니메이션,,,K32710
무술팀,민지민,스턴트 코디네이터,,80993,K32710
출연,이명박,,,,A10868
출연,박근혜,,,,A10868
스토리보드,정하영,,,,K32689
색보정,김상범,,,77736,K28504
동시녹음,박신애,,,204758,K23074
제작부,김보경,,,,K23074
제작부,장재현,현장지원,,,K23074
촬영팀,이종혁,,,132379,K23074
연출부,구지현,,,207075,K14276
연출부,남달현,,,195519,K14276
연출부,왕혜지,,,218826,K14276
연출부,임연정,,,197250,K14276
연출부,조은별,,,82714,K14276
연출부,정한진,,,172872,K14276
연출부,하혜정,,,82945,K14276
제작자,주재형,,,43757,K14276
조명,강민우,,,152125,K14276
감독,김학준,,,,K32691
조명팀,조성환,,,200629,K14276
조명팀,장만민,,,201812,K14276
촬영팀,이재우,,,148244,K14276
촬영팀,오건영,,,50723,K14276
촬영팀,김수지,,,,K14276
촬영팀,김희목,그립,,199232,K14276
동시녹음,조예리,,,190560,K14276
분장,최진아,,,185669,K14276
의상/분장팀,경윤정,,,166579,K14276
의상/분장팀,이진희,,,12336,K14276
편집,이현빈,,,184687,K14276
편집,박민선,,,,K14276
감독,이수아,,,213224,K32709
사운드팀,진소희,폴리,,183082,K14276
편집,조성균,,,189679,K32709
각본,조규일,,,206706,K19187
제작자,표민수,,,224253,K19187
촬영,임형은,,,170421,K19187
조명,임형은,,,170421,K19187
조감독,김주몽,,,201825,K23074
촬영팀,최학림,,,,K23074
촬영팀,임지훈,,,165344,K23074
분장,남지수,,,162404,K23074
분장,신은영,,,164106,K23074
분장,이선민,,,194160,K23074
분장,이수지,,,172983,K23074
편집,황이슬,,,179394,K23074
특수효과,박근석,,,,K23074
색보정,형준석,,,162061,K23074
색보정,김용현,,,200628,K23074
촬영,김용현,,,200628,K23344
동시녹음,정태인,,,195022,K23344
동시녹음,김정훈,,,212922,K23344
감독,장선희,,,186373,K32712
각본,장선희,,,186373,K32712
제작자,장선희,,,186373,K32712
촬영,형준석,,,171525,K32712
조감독,최초아,,,204349,K32712
동시녹음,박신애,,,204758,K32712
사운드팀,이지혜,붐오퍼,,,K32712
제작자,유재원,,,216859,A10887
제작자,정석현,공동제작,,,A10887
감독,황여경,,,,K32715
시각효과팀,지현욱,VFX Producer,,176291,A10887
시각효과팀,김민희,VFX Master,㈜필름아르떼,163757,A10887
시각효과팀,이현정,3D Artist,㈜필름아르뗴,211312,A10887
시각효과팀,박지호,3D Artist,㈜필름아르뗴,,A10887
시각효과팀,김다정,3D Artist,㈜필름아르뗴,,A10887
시각효과팀,최우주,3D Artist,㈜필름아르뗴,,A10887
시각효과팀,이설,3D Artist,㈜필름아르뗴,,A10887
시각효과팀,한혜민,2D Artist,㈜필름아르뗴,217330,A10887
시각효과팀,강지윤,일러스트,㈜필름아르뗴,,A10887
사운드팀,김범유,Re-Recording Mixer/Dialogue Editor/Foley Artist/Score Editor,,,A10887
사운드팀,안현도,Dialogue Editor/Foley Recording/Foley Artist/Foley Editor,,218348,A10887
사운드팀,안현도,Ambience Editor,,218348,A10887
사운드팀,최종헌,Foley Recording/Foley Artist/Foley Editor/SFX Editor,,,A10887
사운드팀,윤혜리,Foley Artist/Ambience Editor,,,A10887
사운드팀,황은선,Ambience Recording,,,A10887
촬영,손승범,,,,K33419
기타스탭,김재원,,,,K33419
출연,송준범,송준범,,,K33419
감독,이나경,,,,K33420
감독,김유신,,,,K33422
감독,류주현,,,,K33286
각본,송준범,,,,K33419
편집,송준범,,,,K33419
사운드(음향),고미소,,,,K33422
제작자,김현수,,,,K33423
제작자,이은성,,,,K33423
출연,최승지,웅녀,,,K33423
출연,김원,이호랑,,,K33423
출연,신유진,내레이션,,,K33423
각본,황두연,,,,K33449
촬영,황두연,,,,K33449
감독,최수빈,,,,K33450
프로듀서,이채은,,,,K33449
편집,최다정,,,,K33449
미술,이채원,,,,K33449
기타스탭,김도우,영어 자막,,,K30905
기타스탭,박민석,일어 자막,,,K30905
감독,이동주,,,,K33452
기타스탭,신재원,로드매니저,,,K30905
기타스탭,이지영,중어 자막,,,K30905
편집,손다겸,,,218094,K33463
편집,엄대용,,,194254,K33463
사운드(음향),임세빈,,,220815,K33463
음악,임세빈,,,220815,K33463
출연,박현우,,,,K33463
출연,이현지,,,150049,K33463
조감독,김건우,,,,K33463
조감독,김수인,,,,K33463
감독,김창길,,,223873,A12233
스틸,서민호,,,35608,K30184
색보정,최석원,,,178856,K30184
감독,안현진,,,,K33477
각본,김명곤,,,,K33478
촬영,백원조,,,,K33478
촬영,정종민,,,,K33478
미술,김시온,,,,K33478
미술,정이진,,,171943,K33478
음악,김명곤,,,,K33478
사운드(음향),박상민,,,,K33478
감독,최종구,,,43191,K33479
출연,권재환,,,,K33479
출연,임현주,,,218891,K33479
출연,문대식,,,,K33479
출연,정혜선,,,,K33479
제작자,박현웅,,,80710,A12242
감독,홍성훈,,,,K32008
감독,엄예진,,,,A12084
각본,엄예진,,,,A12084
촬영,엄예진,,,,A12084
감독,김가현,,,,A12085
기획,김가현,,,,A12085
기획,하범진,,,,A12085
기획,백승주,,,,A12085
기획,김가원,,,,A12085
제작부,서수석,제작실장,,162008,K22103
제작부,최성열,제작부장,,212160,K22103
제작부,공동욱,제작부장,,173096,K22103
제작부,이지현,회계부장,,77285,K22103
제작부,신예진,,,219292,K22103
제작부,김희원,,,203053,K22103
제작부,박형수,,,213702,K22103
제작부,김건무,,,222558,K22103
제작부,강종현,,,215154,K22103
제작부,권수정,제작회계,,213704,K22103
제작부,양선애,회계지원,,,K22103
제작부,이경애,회계지원,,,K22103
제작부,황성환,제작인턴,,,K22103
제작부,최찬호,제작지원,,,K22103
제작부,김호중,제작지원,,215570,K22103
제작부,송현종,제작지원,,197121,K22103
제작부,정영준,제작지원,,177244,K22103
제작부,장세준,제작지원,,,K22103
제작부,박태제,제작지원,,,K22103
제작부,박안드레아,제작지원,,,K22103
제작부,이현우,제작지원,,,K22103
제작부,김강산,제작지원,,201147,K22103
제작부,이다경,제작지원,,,K22103
제작부,이승현,제작지원,,204453,K22103
제작부,곽영국,제작지원,,,K22103
제작부,백수현,제작지원,,223206,K22103
제작부,김만기,제작지원,,,K22103
제작부,윤현만,제작지원,,211618,K22103
제작부,조수희,제작지원,,,K22103
제작부,조은혜,제작지원,,199614,K22103
제작부,송준하,제작지원,,,K22103
제작부,김민수,제작지원,,213963,K22103
제작부,양현종,제작지원,,,K22103
제작부,정치우,제작지원,,208451,K22103
제작부,윤여준,제작지원,,170604,K22103
제작부,이재상,제작지원,,205822,K22103
제작부,이이슬,제작지원,,214975,K22103
제작부,한찬희,제작지원,,,K22103
제작부,김인호,제작지원,,,K22103
편집,김가현,,,,A12085
편집,하범진,,,,A12085
편집,백승주,,,,A12085
출연,김가현,아나운서,,,A12085
출연,김가원,가원,,,A12085
출연,하범진,범진,,,A12085
출연,백승주,승주,,,A12085
감독,양승호,,,,A12086
출연,양승호,나레이터,,,A12086
출연,장성현,컴퓨터하는 소년,,,A12086
감독,변해운,,,148588,K32017
시각효과팀,최영주,Executive Producer,COCOA VISION,166749,K22103
시각효과팀,김대준,Executive VFX Supervisor,COCOA VISION,151821,K22103
시각효과팀,한재호,VFX Supervisor,COCOA VISION,181462,K22103
시각효과팀,김정민,VFX Supervisor,COCOA VISION,165027,K22103
시각효과팀,정수현,CG Supervisor,COCOA VISION,162844,K22103
시각효과팀,최원영,VFX Producer,COCOA VISION,223209,K22103
시각효과팀,노건,VFX Producer,COCOA VISION,223210,K22103
시각효과팀,임미진,VFX Project Manager,COCOA VISION,211223,K22103
시각효과팀,김의령,VFX Project Manager,COCOA VISION,216029,K22103
시각효과팀,양수빈,VFX Project Manager,COCOA VISION,,K22103
시각효과팀,박은정,VFX Project Manager,COCOA VISION,51601,K22103
시각효과팀,김미경,VFX Project Manager,COCOA VISION,172236,K22103
시각효과팀,김영재,VFX Project Assistant,COCOA VISION,210474,K22103
시각효과팀,박유리,Lead Compositing Artist,COCOA VISION,181464,K22103
출연,김시완,남성 빨치산 1/ 경찰,,211622,A09419
출연,김영승,지게꾼,,,A09419
출연,김선구,다리없는 남자,,,A09419
출연,황정준,학생8,,,K22548
출연,조현호,학생9,,,K22548
제작부,김성훈,제작이사,,43279,K22548
특수효과팀,김광수,,익스트림,35528,K22548
연출부,권이진,스크립지원,,220058,K22548
출연,이민형,학생10,,,K22548
출연,임성환,학생11,,,K22548
출연,박기찬,학생12,,,K22548
출연,조수연,학생13,,,K22548
출연,조남혁,학생14,,,K22548
출연,임윤성,학생15,,,K22548
출연,전재광,학생16,,,K22548
출연,김우성,학생17,,,K22548
출연,김도윤,학생18,,,K22548
음악팀,이옥합,음악지원,,222629,K22548
기타스탭,강윤수,보험,KB손해보험,,K22548
출연,조수호,학생19,,,K22548
출연,김진성,택배기사,,,K22548
출연,김성훈,운전자,,,K22548
출연,리주영,편의점손님,,184543,K22548
기타스탭,박성식,보험,KB손해보험,,K18147
기타스탭,유영식,제작,영화진흥위원회 한국영화아카데미(KAFA),1852,K18147
기타스탭,김태균,제작책임,영화진흥위원회 한국영화아카데미(KAFA),1373,K18147
기타스탭,박헌수,제작책임,영화진흥위원회 한국영화아카데미(KAFA),223527,K18147
기타스탭,이지승,제작책임,영화진흥위원회 한국영화아카데미(KAFA),1499,K18147
기타스탭,이종국,제작책임,영화진흥위원회 한국영화아카데미(KAFA),38242,K18147
기타스탭,이성강,제작책임,영화진흥위원회 한국영화아카데미(KAFA),17592,K18147
기타스탭,임찬상,제작책임,영화진흥위원회 한국영화아카데미(KAFA),10174,K18147
기타스탭,이미연,제작책임,영화진흥위원회 한국영화아카데미(KAFA),32736,K18147
기타스탭,조용규,제작책임,영화진흥위원회 한국영화아카데미(KAFA),210678,K18147
기타스탭,김영,제작책임,영화진흥위원회 한국영화아카데미(KAFA),176450,K18147
기타스탭,김미현,제작운영,영화진흥위원회 한국영화아카데미(KAFA),210680,K18147
미술,김유리,,,,K30934
편집,권순도,,,154425,A11038
사운드팀,기성원,,,,K30914
출연,최세현,미소,,,K30914
출연,한민호,친구,,,K30914
출연,김민수,매니저,,,K30914
사운드팀,김서진,,,,K30915
사운드팀,김시현,,,202567,K30915
사운드팀,류아연,,,,K30915
사운드팀,오민주,,,,K30915
감독,대연초등학교,,,,K30916
사운드팀,김지현,,,,K30915
촬영팀,김민성,,,,K30915
촬영팀,주상연,,,,K30915
촬영팀,나온누리빛,,,,K30915
촬영팀,이린,,,,K30915
조명팀,신지연,,,,K30918
조명팀,정다예,,,,K30918
프로듀서,김재동,,,,A11038
프로듀서,진현정,,,,A11038
사운드(음향),최승준,,,,K31079
사운드(음향),김수빈,,,,K30918
사운드(음향),주아형,,,,K30918
사운드(음향),이민준,,,,K30931
각본,권순도,,,154425,A11038
연출부,최효정,조연출,,,K30934
연출부,채웅진,,,,K30934
스크립터,조규리,,,,K30934
사운드(음향),임호연,,,,K31079
미술,이은서,,,,K31079
각본,서예찬,,,,K30934
촬영,염승윤,,,,K30921
촬영,김건형,,,,K30921
감독,이가영,,,,K30922
각본,이가영,,,,K30922
감독,박나영,,,,K30918
미술팀,현지원,,,222477,K30918
조명,추유원,,,,K30934
제작부,박서현,,,,K30934
감독,동명초등학교,,,,K30935
감독,임흥순,,,4798,A11731
감독,유니세프,,,,K31080
편집,서예찬,,,,K30934
감독,신수원,,,,K31081
기타스탭,기술보증기금,제작지원,고부가서비스프로젝트보증 지원작,,K22903
기타스탭,창호애니메이션,제작협력,,,K22903
기타스탭,스프링애니메이션,제작협력,,,K22903
기타스탭,대련디멘션무비,제작협력,,,K22903
기타스탭,케이비에스미디어,제작협력,,,K22903
기타스탭,해피바이러스오케스트라,제작협력,,,K22903
기타스탭,미라이,제작협력,,,K22903
기타스탭,빙스,제작협력,,,K22903
기타스탭,선희스튜디오,제작협력,,,K22903
기타스탭,시나몬,제작협력,,,K22903
기타스탭,레전드사운드,제작협력,,,K22903
사운드(음향),임동건,,,,K30961
감독,박준석,,,,K30962
촬영팀,전희준,,,,K30961
촬영팀,장조은,,,,K30961
연출부,채수민,,,,K30961
연출부,김민주,,,,K30961
사운드(음향),안소민,,,,K30961
조명팀,제석찬,,,,K30961
조명팀,박종혁,,,,K30961
조명팀,박다인,,,,K30961
감독,정윤철,,,137953,K22903
사운드(음향),장현석,,,219688,K21035
스크립터,정상용,,,18003,K21035
감독,김준환,,,,K30964
감독,김태연,,,222545,A11738
출연,김정이,어린 홍영서,,,K31087
출연,최은제,중학생 홍영서,,,K31087
출연,안영선,홍영서 엄마,,,K31087
출연,홍영서,고등학생 홍영서,,,K31087
출연,안서연,용선,,,K31082
출연,황영국,명안,,222785,K31082
출연,이성빈,수영,,,K31082
출연,김우성,세호,,,K31082
출연,박소정,영인,,,K31082
출연,김민수,진희,,,K31082
출연,최다예,다예,,,K31082
출연,최재서,채진,,,K31082
감독,김지현,,,223697,K31089
각본,정지연,,,33403,K23046
감독,이서연,,,,K31094
예고편,황정현,,TOMM,169411,K23046
예고편,서병환,,TOMM,78028,K23046
예고편,강진경,,TOMM,186064,K23046
예고편,김윤선,,TOMM,216406,K23046
예고편,박종민,예고편 2D,BILUV,169412,K23046
예고편,편성민,예고편 믹싱,ASAP,211431,K23046
감독,서지후,,,,A11736
감독,석재욱,,,,K31092
편집,석재욱,,,,K31092
촬영,최재서,,,,K31094
연출부,안서연,,,,K31094
연출부,박유빈,,,,K31094
조명팀,정재필,,,165630,K23026
미술팀,강명해,미술소품실장,,164919,K23026
미술팀,양수민,미술소품팀장,,211778,K23026
미술팀,남상큼,미술소품팀,,221969,K23026
미술팀,박주현,미술소품팀,,221970,K23026
의상/분장팀,송민정,의상팀장,,218188,K23026
의상/분장팀,김가인,의상팀,,221971,K23026
의상/분장팀,이은화,의상팀,,221972,K23026
의상/분장팀,고은서,분장팀장,,221973,K23026
촬영,김하영,,,,K30433
감독,김민서,,,,A11410
소품,이예은,,,,K30433
감독,김예은,,,,A11410
출연,권서연,나레이션B,,,K30524
출연,김나연,나레이션D,,,K30524
출연,김도현,나레이션C,,,K30524
출연,이시은,나레이션A,,,K30524
촬영,김진경,,,83707,K28734
스틸,차민정,현장사진,,164952,K23110
스틸,명지원,현장사진,,211201,K23110
촬영,이성국,,,43138,K28734
촬영,김상수,,,79226,K28734
동시녹음,김완동,,,8425,K28734
감독,조현주,,,221345,K22921
촬영,박영진,,,,K22921
촬영,임영선,,,,K22921
동시녹음,강윤수,,,,K28734
촬영,김선욱,,,,K22921
동시녹음,임현준,,,,K22921
동시녹음,한슬기,,,,K22921
조명,한슬기,,,,K22921
사운드(음향),홍기훈,,,,K22921
음악,안성애,,,,K22921
음악,홍기훈,,,,K22921
미술,최지형,,,,K22921
편집,한슬기,,,,K22921
색보정,조현주,,,221345,K22921
기타스탭,길류현,현장진행,,,K22921
기타스탭,최연우,타이틀디자인,,,K22921
각본,김선욱,,,,K22921
각색,김선욱,,,,K22921
각색,조현주,,,221345,K22921
감독,강은빈,,,,K30883
연출부,김진영,,,,K30883
조감독,김경연,,,,K30883
각본,김경연,,,,K30883
스크립터,허민지,,,,K30883
촬영,임채은,,,,K30883
조명,차현우,,,,K30883
촬영팀,전민혁,,,,K30883
기타스탭,유시환,음향,무대예술부,,A10418
기타스탭,이한누리,음향,무대예술부,222350,A10418
기타스탭,선혜지,음향,무대예술부,,A10418
기타스탭,김민웅,음향,무대예술부,,A10418
기타스탭,지병환,영상,무대예술부,,A10418
기타스탭,한기창,영상,무대예술부,,A10418
기타스탭,김상우,영상,무대예술부,,A10418
기타스탭,전선택,무대기술팀장,무대예술부,,A10418
기타스탭,이명교,미술행정,무대예술부,,A10418
기타스탭,강승구,장치,무대예술부,,A10418
기타스탭,송낙원,장치,무대예술부,,A10418
기타스탭,박일천,장치,무대예술부,222494,A10418
기타스탭,강규한,장치,무대예술부,222496,A10418
기타스탭,홍재민,장치,무대예술부,222495,A10418
기타스탭,김항원,장치,무대예술부,,A10418
기타스탭,정성원,장치,무대예술부,,A10418
기타스탭,김선우,장치,무대예술부,,A10418
기타스탭,최성훈,장치,무대예술부,,A10418
기타스탭,김정규,장치,무대예술부,,A10418
기타스탭,최천수,장치,무대예술부,,A10418
기타스탭,조재현,장치,무대예술부,,A10418
기타스탭,박순용,작화,무대예술부,,A10418
기타스탭,정복모,소품,무대예술부,222351,A10418
기타스탭,채수형,소품,무대예술부,222352,A10418
기타스탭,윤지현,소품,무대예술부,222353,A10418
기타스탭,신종현,장신구,무대예술부,222354,A10418
기타스탭,김은경,장신구,무대예술부,222355,A10418
기타스탭,조근하,의상,무대예술부,222036,A10418
기타스탭,김효영,의상,무대예술부,222037,A10418
기타스탭,김재순,의상,무대예술부,,A10418
기타스탭,김철호,국립극장장,2021 가장 가까운 극립극장,,A10418
기타스탭,강성구,운영지원부장,2021 가장 가까운 극립극장,,A10418
기타스탭,강은아,홍보팀장,실황영상 유통/배급 국립극장 홍보팀,222356,A10418
기타스탭,구슬,책임프로듀서,실황영상 유통/배급 국립극장 홍보팀,222497,A10418
기타스탭,정선영,프로듀서,실황영상 유통/배급 국립극장 홍보팀,,A10418
기타스탭,김정희,프로듀서,실황영상 유통/배급 국립극장 홍보팀,222498,A10418
기타스탭,57STUDIO,공연 실황 영상 제작/타이틀 시퀀스 제작,실황영상 유통/배급 국립극장 홍보팀,,A10418
기타스탭,김태우,촬영,실황영상 유통/배급 국립극장 홍보팀,,A10418
기타스탭,정원우,촬영,실황영상 유통/배급 국립극장 홍보팀,,A10418
기타스탭,정재하,촬영,실황영상 유통/배급 국립극장 홍보팀,,A10418
기타스탭,양용진,촬영,실황영상 유통/배급 국립극장 홍보팀,,A10418
기타스탭,이미지,편집,실황영상 유통/배급 국립극장 홍보팀,,A10418
기타스탭,이규연,편집,실황영상 유통/배급 국립극장 홍보팀,,A10418
기타스탭,안재영,자막,실황영상 유통/배급 국립극장 홍보팀,,A10418
감독,정환웅,,,,K30780
각본,정환웅,,,,K30780
각본,강채원,,,,K30780
각본,전지수,,,,K30780
편집,정환웅,,,,K30780
조감독,김재윤,,,,K30780
출연,임도훈,,,,K30781
촬영팀,홍은수,,,,K30780
촬영팀,소용,,,,K30780
촬영팀,조민석,,,,K30780
출연,이정은,,,,K30781
동시녹음,정현서,,,,K30780
사운드(음향),양하은,,,,K30780
감독,장보근,,,,K30784
각본,장보근,,,,K30784
분장,이정연,,Ep. 2 <하나이야기>,7517,K29140
의상/분장팀,박하늘,의상팀장,Ep. 1 <선우와 익준>,,K29140
의상/분장팀,최경희,분장실장,Ep. 1 <선우와 익준>/메이크업스토리,212593,K29140
의상/분장팀,이재은,분장팀장,Ep. 1 <선우와 익준>/메이크업스토리,183393,K29140
의상/분장팀,전소정,분장팀,Ep. 2 <하나이야기>,222365,K29140
감독,홍수빈,,,,K31760
제작자,조찬희,,,,K31760
각본,김준엽,,,,K31760
감독,김규리,,,146660,K31761
감독,이예은,,,146520,K31761
감독,권별리,,,,K31761
편집,김규리,,,146660,K31761
편집,이예은,,,146520,K31761
